comparison_label,candidate_model_id,baseline_model_id,domain12,domain_label,window_start,window_end,n,delta_spearman,display_delta,out_of_scale,status
Broad T0 219 − Expanded 153,broad_t0,expanded,computer_science_ai,Computer science & AI,2010,2012,473,0.0005006234396561782,0.0005006234396561782,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,computer_science_ai,Computer science & AI,2011,2013,548,7.27454729909649e-05,7.27454729909649e-05,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,computer_science_ai,Computer science & AI,2012,2014,643,-0.0003187858558481027,-0.0003187858558481027,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,computer_science_ai,Computer science & AI,2013,2015,790,-0.00274377687400551,-0.00274377687400551,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,computer_science_ai,Computer science & AI,2014,2016,1059,-0.0002264585947781006,-0.0002264585947781006,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,computer_science_ai,Computer science & AI,2015,2017,1345,0.0055079923237608686,0.0055079923237608686,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,computer_science_ai,Computer science & AI,2016,2018,1512,0.008191221585560848,0.008191221585560848,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,computer_science_ai,Computer science & AI,2017,2019,1665,0.005786257986798993,0.005786257986798993,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,computer_science_ai,Computer science & AI,2018,2020,1821,-0.0006171956312962523,-0.0006171956312962523,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,computer_science_ai,Computer science & AI,2019,2021,0,,,False,not_mature
Broad T0 219 − Expanded 153,broad_t0,expanded,computer_science_ai,Computer science & AI,2020,2022,0,,,False,not_mature
Broad T0 219 − Expanded 153,broad_t0,expanded,engineering_energy,Engineering & energy,1986,1988,489,0.0007446039229412893,0.0007446039229412893,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,engineering_energy,Engineering & energy,1987,1989,468,-0.005535679343934619,-0.005535679343934619,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,engineering_energy,Engineering & energy,1988,1990,464,-0.0023867078901649297,-0.0023867078901649297,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,engineering_energy,Engineering & energy,1989,1991,462,0.009461762586568612,0.009461762586568612,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,engineering_energy,Engineering & energy,1990,1992,434,0.011581534952562755,0.011581534952562755,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,engineering_energy,Engineering & energy,1991,1993,402,0.011830273441998607,0.011830273441998607,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,engineering_energy,Engineering & energy,1992,1994,382,0.005763951726711847,0.005763951726711847,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,engineering_energy,Engineering & energy,1993,1995,382,0.004608846100087938,0.004608846100087938,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,engineering_energy,Engineering & energy,1994,1996,361,0.00014309584187655044,0.00014309584187655044,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,engineering_energy,Engineering & energy,1995,1997,356,-0.007347506590366648,-0.007347506590366648,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,engineering_energy,Engineering & energy,1996,1998,372,-0.0103502246182825,-0.0103502246182825,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,engineering_energy,Engineering & energy,1997,1999,453,-0.0059912720875541225,-0.0059912720875541225,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,engineering_energy,Engineering & energy,1998,2000,536,-0.002235954028423248,-0.002235954028423248,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,engineering_energy,Engineering & energy,1999,2001,607,0.000546686730291901,0.000546686730291901,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,engineering_energy,Engineering & energy,2000,2002,594,-0.0009203450264371194,-0.0009203450264371194,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,engineering_energy,Engineering & energy,2001,2003,651,-0.002508885452262577,-0.002508885452262577,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,engineering_energy,Engineering & energy,2002,2004,677,-0.0033093533235656336,-0.0033093533235656336,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,engineering_energy,Engineering & energy,2003,2005,729,-0.0013480335392092035,-0.0013480335392092035,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,engineering_energy,Engineering & energy,2004,2006,762,0.006488349008281991,0.006488349008281991,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,engineering_energy,Engineering & energy,2005,2007,913,0.0054191794853442055,0.0054191794853442055,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,engineering_energy,Engineering & energy,2006,2008,1079,0.003939083691253842,0.003939083691253842,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,engineering_energy,Engineering & energy,2007,2009,1201,0.00031787667691796084,0.00031787667691796084,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,engineering_energy,Engineering & energy,2008,2010,1189,-0.00023502229932992336,-0.00023502229932992336,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,engineering_energy,Engineering & energy,2009,2011,1213,0.0019090643803603147,0.0019090643803603147,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,engineering_energy,Engineering & energy,2010,2012,1357,-0.0007278014375636799,-0.0007278014375636799,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,engineering_energy,Engineering & energy,2011,2013,1962,-0.0004132027536432048,-0.0004132027536432048,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,engineering_energy,Engineering & energy,2012,2014,2856,-0.0018084433020140178,-0.0018084433020140178,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,engineering_energy,Engineering & energy,2013,2015,4317,0.0019739948939960783,0.0019739948939960783,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,engineering_energy,Engineering & energy,2014,2016,6317,2.6963721895478798e-05,2.6963721895478798e-05,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,engineering_energy,Engineering & energy,2015,2017,8169,-0.0015241558075131945,-0.0015241558075131945,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,engineering_energy,Engineering & energy,2016,2018,8952,0.004817267067499409,0.004817267067499409,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,engineering_energy,Engineering & energy,2017,2019,9117,0.0033703387890111625,0.0033703387890111625,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,engineering_energy,Engineering & energy,2018,2020,9156,-0.0022515234243605242,-0.0022515234243605242,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,engineering_energy,Engineering & energy,2019,2021,0,,,False,not_mature
Broad T0 219 − Expanded 153,broad_t0,expanded,engineering_energy,Engineering & energy,2020,2022,0,,,False,not_mature
Broad T0 219 − Expanded 153,broad_t0,expanded,earth_climate_environment,"Earth, climate & environment",1986,1988,1399,0.0028548053559513953,0.0028548053559513953,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,earth_climate_environment,"Earth, climate & environment",1987,1989,1357,0.000187557661832094,0.000187557661832094,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,earth_climate_environment,"Earth, climate & environment",1988,1990,1412,0.0017544727570224516,0.0017544727570224516,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,earth_climate_environment,"Earth, climate & environment",1989,1991,1327,0.002190109570614829,0.002190109570614829,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,earth_climate_environment,"Earth, climate & environment",1990,1992,1324,0.004325177835504457,0.004325177835504457,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,earth_climate_environment,"Earth, climate & environment",1991,1993,1228,0.0015986922971217288,0.0015986922971217288,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,earth_climate_environment,"Earth, climate & environment",1992,1994,1158,-0.0009720710963024848,-0.0009720710963024848,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,earth_climate_environment,"Earth, climate & environment",1993,1995,1049,-0.0019106869850950003,-0.0019106869850950003,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,earth_climate_environment,"Earth, climate & environment",1994,1996,1016,0.0031965119639216777,0.0031965119639216777,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,earth_climate_environment,"Earth, climate & environment",1995,1997,1061,0.005688856273900034,0.005688856273900034,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,earth_climate_environment,"Earth, climate & environment",1996,1998,1163,0.0026287256431911654,0.0026287256431911654,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,earth_climate_environment,"Earth, climate & environment",1997,1999,1226,-0.002056360930057788,-0.002056360930057788,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,earth_climate_environment,"Earth, climate & environment",1998,2000,1291,-0.0026870447917834994,-0.0026870447917834994,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,earth_climate_environment,"Earth, climate & environment",1999,2001,1259,-0.00017270225305565656,-0.00017270225305565656,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,earth_climate_environment,"Earth, climate & environment",2000,2002,1257,-0.00043752654184370243,-0.00043752654184370243,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,earth_climate_environment,"Earth, climate & environment",2001,2003,1268,-0.003191120833871852,-0.003191120833871852,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,earth_climate_environment,"Earth, climate & environment",2002,2004,1314,-0.0035111839082061502,-0.0035111839082061502,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,earth_climate_environment,"Earth, climate & environment",2003,2005,1418,-0.002755068547503292,-0.002755068547503292,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,earth_climate_environment,"Earth, climate & environment",2004,2006,1406,-0.00018392872278472083,-0.00018392872278472083,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,earth_climate_environment,"Earth, climate & environment",2005,2007,1475,0.0018660883896534086,0.0018660883896534086,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,earth_climate_environment,"Earth, climate & environment",2006,2008,1758,0.0017977091375470655,0.0017977091375470655,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,earth_climate_environment,"Earth, climate & environment",2007,2009,2136,0.00016533501252358196,0.00016533501252358196,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,earth_climate_environment,"Earth, climate & environment",2008,2010,2440,-0.0010038826027085612,-0.0010038826027085612,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,earth_climate_environment,"Earth, climate & environment",2009,2011,2618,0.00038749972687734946,0.00038749972687734946,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,earth_climate_environment,"Earth, climate & environment",2010,2012,2947,0.00025970381051643177,0.00025970381051643177,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,earth_climate_environment,"Earth, climate & environment",2011,2013,3376,-0.00031060462424603585,-0.00031060462424603585,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,earth_climate_environment,"Earth, climate & environment",2012,2014,3921,-0.0007732541962992556,-0.0007732541962992556,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,earth_climate_environment,"Earth, climate & environment",2013,2015,4770,0.0008779800936541404,0.0008779800936541404,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,earth_climate_environment,"Earth, climate & environment",2014,2016,6258,0.0017151644258897036,0.0017151644258897036,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,earth_climate_environment,"Earth, climate & environment",2015,2017,8329,-0.0008807997388577959,-0.0008807997388577959,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,earth_climate_environment,"Earth, climate & environment",2016,2018,9463,0.00015249793820826252,0.00015249793820826252,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,earth_climate_environment,"Earth, climate & environment",2017,2019,10255,-0.002636781212666306,-0.002636781212666306,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,earth_climate_environment,"Earth, climate & environment",2018,2020,10382,-0.005905887613813943,-0.005905887613813943,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,earth_climate_environment,"Earth, climate & environment",2019,2021,0,,,False,not_mature
Broad T0 219 − Expanded 153,broad_t0,expanded,earth_climate_environment,"Earth, climate & environment",2020,2022,0,,,False,not_mature
Broad T0 219 − Expanded 153,broad_t0,expanded,astronomy_space,Astronomy & space,1986,1988,887,-0.00631694306642705,-0.00631694306642705,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,astronomy_space,Astronomy & space,1987,1989,777,-0.0033627473664568086,-0.0033627473664568086,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,astronomy_space,Astronomy & space,1988,1990,701,0.0045104424604059945,0.0045104424604059945,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,astronomy_space,Astronomy & space,1989,1991,639,0.007572771364932396,0.007572771364932396,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,astronomy_space,Astronomy & space,1990,1992,604,0.002617810702396306,0.002617810702396306,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,astronomy_space,Astronomy & space,1991,1993,561,-0.0020331297963840367,-0.0020331297963840367,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,astronomy_space,Astronomy & space,1992,1994,545,-0.006322613945778488,-0.006322613945778488,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,astronomy_space,Astronomy & space,1993,1995,494,0.00019212257638290264,0.00019212257638290264,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,astronomy_space,Astronomy & space,1994,1996,489,0.00444695960871877,0.00444695960871877,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,astronomy_space,Astronomy & space,1995,1997,482,0.004243821538210679,0.004243821538210679,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,astronomy_space,Astronomy & space,1996,1998,531,0.0011011664251290298,0.0011011664251290298,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,astronomy_space,Astronomy & space,1997,1999,526,0.0016777694420324618,0.0016777694420324618,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,astronomy_space,Astronomy & space,1998,2000,525,0.009054306251312982,0.009054306251312982,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,astronomy_space,Astronomy & space,1999,2001,508,0.011110589063414555,0.011110589063414555,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,astronomy_space,Astronomy & space,2000,2002,526,0.010587494190332003,0.010587494190332003,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,astronomy_space,Astronomy & space,2001,2003,555,0.0019443670033322258,0.0019443670033322258,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,astronomy_space,Astronomy & space,2002,2004,559,0.005550495983831061,0.005550495983831061,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,astronomy_space,Astronomy & space,2003,2005,670,0.006976181701396578,0.006976181701396578,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,astronomy_space,Astronomy & space,2004,2006,716,0.013029526073273678,0.013029526073273678,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,astronomy_space,Astronomy & space,2005,2007,753,0.006061012004257571,0.006061012004257571,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,astronomy_space,Astronomy & space,2006,2008,755,0.004101154200625512,0.004101154200625512,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,astronomy_space,Astronomy & space,2007,2009,790,-0.0022031685423147263,-0.0022031685423147263,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,astronomy_space,Astronomy & space,2008,2010,823,-0.003127244029955789,-0.003127244029955789,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,astronomy_space,Astronomy & space,2009,2011,780,-0.002033476716885918,-0.002033476716885918,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,astronomy_space,Astronomy & space,2010,2012,778,0.003180209199569184,0.003180209199569184,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,astronomy_space,Astronomy & space,2011,2013,825,0.004172326045551289,0.004172326045551289,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,astronomy_space,Astronomy & space,2012,2014,889,0.0026670392008647514,0.0026670392008647514,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,astronomy_space,Astronomy & space,2013,2015,974,-7.6196036096432e-05,-7.6196036096432e-05,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,astronomy_space,Astronomy & space,2014,2016,1013,0.001458544735965961,0.001458544735965961,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,astronomy_space,Astronomy & space,2015,2017,1264,0.0003695276548756343,0.0003695276548756343,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,astronomy_space,Astronomy & space,2016,2018,1476,0.0021806846207635955,0.0021806846207635955,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,astronomy_space,Astronomy & space,2017,2019,1705,0.0005228026459753732,0.0005228026459753732,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,astronomy_space,Astronomy & space,2018,2020,1679,-0.002328156675730164,-0.002328156675730164,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,astronomy_space,Astronomy & space,2019,2021,0,,,False,not_mature
Broad T0 219 − Expanded 153,broad_t0,expanded,astronomy_space,Astronomy & space,2020,2022,0,,,False,not_mature
Broad T0 219 − Expanded 153,broad_t0,expanded,life_molecular,Life & molecular sciences,1986,1988,2284,0.001993845442397224,0.001993845442397224,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,life_molecular,Life & molecular sciences,1987,1989,2381,0.0022230976552208848,0.0022230976552208848,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,life_molecular,Life & molecular sciences,1988,1990,2428,0.0033461956699687434,0.0033461956699687434,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,life_molecular,Life & molecular sciences,1989,1991,2402,0.006580545415436623,0.006580545415436623,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,life_molecular,Life & molecular sciences,1990,1992,2487,0.0065260722042017605,0.0065260722042017605,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,life_molecular,Life & molecular sciences,1991,1993,2606,0.0049802413944425306,0.0049802413944425306,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,life_molecular,Life & molecular sciences,1992,1994,2629,0.0017631743146321321,0.0017631743146321321,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,life_molecular,Life & molecular sciences,1993,1995,2661,0.0002555375412508498,0.0002555375412508498,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,life_molecular,Life & molecular sciences,1994,1996,2737,-0.000733269706530093,-0.000733269706530093,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,life_molecular,Life & molecular sciences,1995,1997,2966,-0.0012965331023088167,-0.0012965331023088167,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,life_molecular,Life & molecular sciences,1996,1998,3077,-0.0006457604824154917,-0.0006457604824154917,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,life_molecular,Life & molecular sciences,1997,1999,3771,-0.0018295689105073398,-0.0018295689105073398,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,life_molecular,Life & molecular sciences,1998,2000,4425,-0.0015623429427236157,-0.0015623429427236157,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,life_molecular,Life & molecular sciences,1999,2001,5142,-0.0003163364769834809,-0.0003163364769834809,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,life_molecular,Life & molecular sciences,2000,2002,5030,0.0016883109220487968,0.0016883109220487968,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,life_molecular,Life & molecular sciences,2001,2003,4858,0.0010277162363985237,0.0010277162363985237,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,life_molecular,Life & molecular sciences,2002,2004,4510,0.0005306865758177848,0.0005306865758177848,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,life_molecular,Life & molecular sciences,2003,2005,4464,0.0006734545208771925,0.0006734545208771925,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,life_molecular,Life & molecular sciences,2004,2006,4566,0.0008522133672029808,0.0008522133672029808,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,life_molecular,Life & molecular sciences,2005,2007,4712,0.0005292068872605471,0.0005292068872605471,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,life_molecular,Life & molecular sciences,2006,2008,4912,0.000304831307739617,0.000304831307739617,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,life_molecular,Life & molecular sciences,2007,2009,5116,0.0002092587622828379,0.0002092587622828379,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,life_molecular,Life & molecular sciences,2008,2010,5371,0.0008496199376558655,0.0008496199376558655,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,life_molecular,Life & molecular sciences,2009,2011,5608,0.0010520191098591924,0.0010520191098591924,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,life_molecular,Life & molecular sciences,2010,2012,6146,0.001711140475922579,0.001711140475922579,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,life_molecular,Life & molecular sciences,2011,2013,7144,0.0020427263617529556,0.0020427263617529556,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,life_molecular,Life & molecular sciences,2012,2014,8807,0.0020942982525681275,0.0020942982525681275,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,life_molecular,Life & molecular sciences,2013,2015,12527,0.004741718887283253,0.004741718887283253,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,life_molecular,Life & molecular sciences,2014,2016,19362,0.006570872833784991,0.006570872833784991,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,life_molecular,Life & molecular sciences,2015,2017,26707,0.007538113939126845,0.007538113939126845,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,life_molecular,Life & molecular sciences,2016,2018,29481,0.011122503586903032,0.011122503586903032,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,life_molecular,Life & molecular sciences,2017,2019,29617,0.010799222831445299,0.010799222831445299,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,life_molecular,Life & molecular sciences,2018,2020,28281,0.0009458993618004508,0.0009458993618004508,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,life_molecular,Life & molecular sciences,2019,2021,0,,,False,not_mature
Broad T0 219 − Expanded 153,broad_t0,expanded,life_molecular,Life & molecular sciences,2020,2022,0,,,False,not_mature
Broad T0 219 − Expanded 153,broad_t0,expanded,physics,Physics,1986,1988,396,-0.0032529688277190827,-0.0032529688277190827,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,physics,Physics,1987,1989,401,-0.003484770575954421,-0.003484770575954421,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,physics,Physics,1988,1990,363,0.00014792907674643363,0.00014792907674643363,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,physics,Physics,1989,1991,324,0.00555974747621979,0.00555974747621979,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,physics,Physics,1990,1992,306,0.00770779150611034,0.00770779150611034,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,physics,Physics,1991,1993,265,0.007785319946374991,0.007785319946374991,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,physics,Physics,1992,1994,233,-0.003431790623311004,-0.003431790623311004,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,physics,Physics,1993,1995,234,-0.0036094566074834633,-0.0036094566074834633,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,physics,Physics,1994,1996,250,-0.0033433740775428156,-0.0033433740775428156,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,physics,Physics,1995,1997,261,-0.009609872989442159,-0.009609872989442159,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,physics,Physics,1996,1998,297,-0.006162310292586959,-0.006162310292586959,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,physics,Physics,1997,1999,370,-0.00860497084739853,-0.00860497084739853,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,physics,Physics,1998,2000,444,0.00044176856520938834,0.00044176856520938834,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,physics,Physics,1999,2001,491,0.0047457414413619725,0.0047457414413619725,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,physics,Physics,2000,2002,501,0.002300771541849489,0.002300771541849489,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,physics,Physics,2001,2003,494,-0.0003435880592227436,-0.0003435880592227436,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,physics,Physics,2002,2004,471,-0.0003900131497363013,-0.0003900131497363013,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,physics,Physics,2003,2005,486,-0.00013952397499761293,-0.00013952397499761293,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,physics,Physics,2004,2006,661,0.0025302196365036833,0.0025302196365036833,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,physics,Physics,2005,2007,916,0.003273613461005853,0.003273613461005853,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,physics,Physics,2006,2008,1109,0.006107573525653609,0.006107573525653609,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,physics,Physics,2007,2009,1174,0.003166998757673567,0.003166998757673567,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,physics,Physics,2008,2010,1189,0.0012984138730244288,0.0012984138730244288,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,physics,Physics,2009,2011,1230,0.0023514247266356314,0.0023514247266356314,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,physics,Physics,2010,2012,1402,0.0009224569846801867,0.0009224569846801867,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,physics,Physics,2011,2013,1842,0.0034251779348142275,0.0034251779348142275,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,physics,Physics,2012,2014,2463,0.001174888473341018,0.001174888473341018,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,physics,Physics,2013,2015,3440,0.0025382196732919304,0.0025382196732919304,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,physics,Physics,2014,2016,4611,0.0037586093653795283,0.0037586093653795283,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,physics,Physics,2015,2017,5595,-0.00015012731112351574,-0.00015012731112351574,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,physics,Physics,2016,2018,5751,0.0002246407894652691,0.0002246407894652691,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,physics,Physics,2017,2019,5450,-0.00673882158858663,-0.00673882158858663,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,physics,Physics,2018,2020,5147,-0.009952695257706923,-0.009952695257706923,False,reliable
Broad T0 219 − Expanded 153,broad_t0,expanded,physics,Physics,2019,2021,0,,,False,not_mature
Broad T0 219 − Expanded 153,broad_t0,expanded,physics,Physics,2020,2022,0,,,False,not_mature
Broad T0 219 − Expanded 153,broad_t0,expanded,ecology_evolution_microbiology,"Ecology, evolution & microbiology",1986,1988,125,0.0073275678609519,0.0073275678609519,False,reliable
