comparison_label,candidate_model_id,baseline_model_id,domain12,domain_label,window_start,window_end,n,delta_spearman,display_delta,out_of_scale,status
Expanded 153 − Primary 16,expanded,primary,astronomy_space,Astronomy & space,1987,1989,777,0.014590734438850839,0.014590734438850839,False,reliable
Expanded 153 − Primary 16,expanded,primary,astronomy_space,Astronomy & space,1988,1990,701,0.010750190559292272,0.010750190559292272,False,reliable
Expanded 153 − Primary 16,expanded,primary,astronomy_space,Astronomy & space,1989,1991,639,0.005063209055862994,0.005063209055862994,False,reliable
Expanded 153 − Primary 16,expanded,primary,astronomy_space,Astronomy & space,1990,1992,604,0.013394659782769547,0.013394659782769547,False,reliable
Expanded 153 − Primary 16,expanded,primary,astronomy_space,Astronomy & space,1991,1993,561,0.02120009816155699,0.02120009816155699,False,reliable
Expanded 153 − Primary 16,expanded,primary,astronomy_space,Astronomy & space,1992,1994,545,0.013594135456661438,0.013594135456661438,False,reliable
Expanded 153 − Primary 16,expanded,primary,astronomy_space,Astronomy & space,1993,1995,494,0.010099188816952376,0.010099188816952376,False,reliable
Expanded 153 − Primary 16,expanded,primary,astronomy_space,Astronomy & space,1994,1996,489,-0.010586366677854953,-0.010586366677854953,False,reliable
Expanded 153 − Primary 16,expanded,primary,astronomy_space,Astronomy & space,1995,1997,482,0.008939222785457113,0.008939222785457113,False,reliable
Expanded 153 − Primary 16,expanded,primary,astronomy_space,Astronomy & space,1996,1998,531,-0.009626709681482826,-0.009626709681482826,False,reliable
Expanded 153 − Primary 16,expanded,primary,astronomy_space,Astronomy & space,1997,1999,526,-0.0013147273861094932,-0.0013147273861094932,False,reliable
Expanded 153 − Primary 16,expanded,primary,astronomy_space,Astronomy & space,1998,2000,525,0.004527754627927094,0.004527754627927094,False,reliable
Expanded 153 − Primary 16,expanded,primary,astronomy_space,Astronomy & space,1999,2001,508,0.01380943159689585,0.01380943159689585,False,reliable
Expanded 153 − Primary 16,expanded,primary,astronomy_space,Astronomy & space,2000,2002,526,-0.000578563364272644,-0.000578563364272644,False,reliable
Expanded 153 − Primary 16,expanded,primary,astronomy_space,Astronomy & space,2001,2003,555,0.00861952075662309,0.00861952075662309,False,reliable
Expanded 153 − Primary 16,expanded,primary,astronomy_space,Astronomy & space,2002,2004,559,0.012400507581890041,0.012400507581890041,False,reliable
Expanded 153 − Primary 16,expanded,primary,astronomy_space,Astronomy & space,2003,2005,670,0.020749522761668193,0.020749522761668193,False,reliable
Expanded 153 − Primary 16,expanded,primary,astronomy_space,Astronomy & space,2004,2006,716,0.01437096990398623,0.01437096990398623,False,reliable
Expanded 153 − Primary 16,expanded,primary,astronomy_space,Astronomy & space,2005,2007,753,0.010177558298198552,0.010177558298198552,False,reliable
Expanded 153 − Primary 16,expanded,primary,astronomy_space,Astronomy & space,2006,2008,755,-0.0006117785976822443,-0.0006117785976822443,False,reliable
Expanded 153 − Primary 16,expanded,primary,astronomy_space,Astronomy & space,2007,2009,790,0.00144685740487549,0.00144685740487549,False,reliable
Expanded 153 − Primary 16,expanded,primary,astronomy_space,Astronomy & space,2008,2010,823,0.00027784360462734803,0.00027784360462734803,False,reliable
Expanded 153 − Primary 16,expanded,primary,astronomy_space,Astronomy & space,2009,2011,780,0.0026807478293543463,0.0026807478293543463,False,reliable
Expanded 153 − Primary 16,expanded,primary,astronomy_space,Astronomy & space,2010,2012,778,0.004777750394048819,0.004777750394048819,False,reliable
Expanded 153 − Primary 16,expanded,primary,astronomy_space,Astronomy & space,2011,2013,825,0.010750197904812353,0.010750197904812353,False,reliable
Expanded 153 − Primary 16,expanded,primary,astronomy_space,Astronomy & space,2012,2014,889,0.01908665333420312,0.01908665333420312,False,reliable
Expanded 153 − Primary 16,expanded,primary,astronomy_space,Astronomy & space,2013,2015,974,0.018958252306266465,0.018958252306266465,False,reliable
Expanded 153 − Primary 16,expanded,primary,astronomy_space,Astronomy & space,2014,2016,1013,0.021905350626175824,0.021905350626175824,False,reliable
Expanded 153 − Primary 16,expanded,primary,astronomy_space,Astronomy & space,2015,2017,1264,0.022969004151478734,0.022969004151478734,False,reliable
Expanded 153 − Primary 16,expanded,primary,astronomy_space,Astronomy & space,2016,2018,1476,0.02848035604625787,0.02848035604625787,False,reliable
Expanded 153 − Primary 16,expanded,primary,astronomy_space,Astronomy & space,2017,2019,1705,0.03556389944740734,0.03556389944740734,False,reliable
Expanded 153 − Primary 16,expanded,primary,astronomy_space,Astronomy & space,2018,2020,1679,0.02452735517441129,0.02452735517441129,False,reliable
Expanded 153 − Primary 16,expanded,primary,astronomy_space,Astronomy & space,2019,2021,0,,,False,not_mature
Expanded 153 − Primary 16,expanded,primary,astronomy_space,Astronomy & space,2020,2022,0,,,False,not_mature
Expanded 153 − Primary 16,expanded,primary,life_molecular,Life & molecular sciences,1986,1988,2284,0.028547750577877284,0.028547750577877284,False,reliable
Expanded 153 − Primary 16,expanded,primary,life_molecular,Life & molecular sciences,1987,1989,2381,0.025255618480166997,0.025255618480166997,False,reliable
Expanded 153 − Primary 16,expanded,primary,life_molecular,Life & molecular sciences,1988,1990,2428,0.010246387002243673,0.010246387002243673,False,reliable
Expanded 153 − Primary 16,expanded,primary,life_molecular,Life & molecular sciences,1989,1991,2402,0.009112205962728215,0.009112205962728215,False,reliable
Expanded 153 − Primary 16,expanded,primary,life_molecular,Life & molecular sciences,1990,1992,2487,0.008661244781872912,0.008661244781872912,False,reliable
Expanded 153 − Primary 16,expanded,primary,life_molecular,Life & molecular sciences,1991,1993,2606,0.00704225619063803,0.00704225619063803,False,reliable
Expanded 153 − Primary 16,expanded,primary,life_molecular,Life & molecular sciences,1992,1994,2629,0.007937476201690497,0.007937476201690497,False,reliable
Expanded 153 − Primary 16,expanded,primary,life_molecular,Life & molecular sciences,1993,1995,2661,0.009500103633893975,0.009500103633893975,False,reliable
Expanded 153 − Primary 16,expanded,primary,life_molecular,Life & molecular sciences,1994,1996,2737,0.007867884007145776,0.007867884007145776,False,reliable
Expanded 153 − Primary 16,expanded,primary,life_molecular,Life & molecular sciences,1995,1997,2966,0.0047712410597979815,0.0047712410597979815,False,reliable
Expanded 153 − Primary 16,expanded,primary,life_molecular,Life & molecular sciences,1996,1998,3077,0.0013579222136014257,0.0013579222136014257,False,reliable
Expanded 153 − Primary 16,expanded,primary,life_molecular,Life & molecular sciences,1997,1999,3771,-0.008966577338121895,-0.008966577338121895,False,reliable
Expanded 153 − Primary 16,expanded,primary,life_molecular,Life & molecular sciences,1998,2000,4425,0.0018720721425977693,0.0018720721425977693,False,reliable
Expanded 153 − Primary 16,expanded,primary,life_molecular,Life & molecular sciences,1999,2001,5142,0.008315239993507917,0.008315239993507917,False,reliable
Expanded 153 − Primary 16,expanded,primary,life_molecular,Life & molecular sciences,2000,2002,5030,0.010217678413212417,0.010217678413212417,False,reliable
Expanded 153 − Primary 16,expanded,primary,life_molecular,Life & molecular sciences,2001,2003,4858,0.012627409348046514,0.012627409348046514,False,reliable
Expanded 153 − Primary 16,expanded,primary,life_molecular,Life & molecular sciences,2002,2004,4510,0.013033538012718227,0.013033538012718227,False,reliable
Expanded 153 − Primary 16,expanded,primary,life_molecular,Life & molecular sciences,2003,2005,4464,0.012351941394282417,0.012351941394282417,False,reliable
Expanded 153 − Primary 16,expanded,primary,life_molecular,Life & molecular sciences,2004,2006,4566,0.011729851813133685,0.011729851813133685,False,reliable
Expanded 153 − Primary 16,expanded,primary,life_molecular,Life & molecular sciences,2005,2007,4712,0.009599465341733726,0.009599465341733726,False,reliable
Expanded 153 − Primary 16,expanded,primary,life_molecular,Life & molecular sciences,2006,2008,4912,0.00622663520739708,0.00622663520739708,False,reliable
Expanded 153 − Primary 16,expanded,primary,life_molecular,Life & molecular sciences,2007,2009,5116,0.004755919767822303,0.004755919767822303,False,reliable
Expanded 153 − Primary 16,expanded,primary,life_molecular,Life & molecular sciences,2008,2010,5371,0.007590562464901307,0.007590562464901307,False,reliable
Expanded 153 − Primary 16,expanded,primary,life_molecular,Life & molecular sciences,2009,2011,5608,0.010902053870756045,0.010902053870756045,False,reliable
Expanded 153 − Primary 16,expanded,primary,life_molecular,Life & molecular sciences,2010,2012,6146,0.014173969682226506,0.014173969682226506,False,reliable
Expanded 153 − Primary 16,expanded,primary,life_molecular,Life & molecular sciences,2011,2013,7144,0.013289341976927327,0.013289341976927327,False,reliable
Expanded 153 − Primary 16,expanded,primary,life_molecular,Life & molecular sciences,2012,2014,8807,0.014306099309151277,0.014306099309151277,False,reliable
Expanded 153 − Primary 16,expanded,primary,life_molecular,Life & molecular sciences,2013,2015,12527,-0.003993001609586488,-0.003993001609586488,False,reliable
Expanded 153 − Primary 16,expanded,primary,life_molecular,Life & molecular sciences,2014,2016,19362,-0.017132018770525392,-0.017132018770525392,False,reliable
Expanded 153 − Primary 16,expanded,primary,life_molecular,Life & molecular sciences,2015,2017,26707,-0.012711358450810173,-0.012711358450810173,False,reliable
Expanded 153 − Primary 16,expanded,primary,life_molecular,Life & molecular sciences,2016,2018,29481,-0.055838782247538576,-0.055838782247538576,False,reliable
Expanded 153 − Primary 16,expanded,primary,life_molecular,Life & molecular sciences,2017,2019,29617,-0.05164813537908486,-0.05164813537908486,False,reliable
Expanded 153 − Primary 16,expanded,primary,life_molecular,Life & molecular sciences,2018,2020,28281,0.009973072655004689,0.009973072655004689,False,reliable
Expanded 153 − Primary 16,expanded,primary,life_molecular,Life & molecular sciences,2019,2021,0,,,False,not_mature
Expanded 153 − Primary 16,expanded,primary,life_molecular,Life & molecular sciences,2020,2022,0,,,False,not_mature
Expanded 153 − Primary 16,expanded,primary,physics,Physics,1986,1988,396,0.009838868247251997,0.009838868247251997,False,reliable
Expanded 153 − Primary 16,expanded,primary,physics,Physics,1987,1989,401,0.010886533674641097,0.010886533674641097,False,reliable
Expanded 153 − Primary 16,expanded,primary,physics,Physics,1988,1990,363,-7.152534415488798e-05,-7.152534415488798e-05,False,reliable
Expanded 153 − Primary 16,expanded,primary,physics,Physics,1989,1991,324,0.010251085084063027,0.010251085084063027,False,reliable
Expanded 153 − Primary 16,expanded,primary,physics,Physics,1990,1992,306,0.015314664588601312,0.015314664588601312,False,reliable
Expanded 153 − Primary 16,expanded,primary,physics,Physics,1991,1993,265,0.010273327699254153,0.010273327699254153,False,reliable
Expanded 153 − Primary 16,expanded,primary,physics,Physics,1992,1994,233,0.004219315939152146,0.004219315939152146,False,reliable
Expanded 153 − Primary 16,expanded,primary,physics,Physics,1993,1995,234,0.02448186739639202,0.02448186739639202,False,reliable
Expanded 153 − Primary 16,expanded,primary,physics,Physics,1994,1996,250,0.021536750126678994,0.021536750126678994,False,reliable
Expanded 153 − Primary 16,expanded,primary,physics,Physics,1995,1997,261,0.019282697250646685,0.019282697250646685,False,reliable
Expanded 153 − Primary 16,expanded,primary,physics,Physics,1996,1998,297,0.0020996163723535632,0.0020996163723535632,False,reliable
Expanded 153 − Primary 16,expanded,primary,physics,Physics,1997,1999,370,-0.027409936817196612,-0.027409936817196612,False,reliable
Expanded 153 − Primary 16,expanded,primary,physics,Physics,1998,2000,444,-0.003830658709158219,-0.003830658709158219,False,reliable
Expanded 153 − Primary 16,expanded,primary,physics,Physics,1999,2001,491,0.006874710937612272,0.006874710937612272,False,reliable
Expanded 153 − Primary 16,expanded,primary,physics,Physics,2000,2002,501,0.026168717761642202,0.026168717761642202,False,reliable
Expanded 153 − Primary 16,expanded,primary,physics,Physics,2001,2003,494,0.03309221859305023,0.03309221859305023,False,reliable
Expanded 153 − Primary 16,expanded,primary,physics,Physics,2002,2004,471,0.024283424135859044,0.024283424135859044,False,reliable
Expanded 153 − Primary 16,expanded,primary,physics,Physics,2003,2005,486,0.010894128285280136,0.010894128285280136,False,reliable
Expanded 153 − Primary 16,expanded,primary,physics,Physics,2004,2006,661,0.008932851231461814,0.008932851231461814,False,reliable
Expanded 153 − Primary 16,expanded,primary,physics,Physics,2005,2007,916,0.006537873615618861,0.006537873615618861,False,reliable
Expanded 153 − Primary 16,expanded,primary,physics,Physics,2006,2008,1109,0.00041911354657353517,0.00041911354657353517,False,reliable
Expanded 153 − Primary 16,expanded,primary,physics,Physics,2007,2009,1174,-0.0029324424331172994,-0.0029324424331172994,False,reliable
Expanded 153 − Primary 16,expanded,primary,physics,Physics,2008,2010,1189,0.005924831407592812,0.005924831407592812,False,reliable
Expanded 153 − Primary 16,expanded,primary,physics,Physics,2009,2011,1230,0.014270086888593547,0.014270086888593547,False,reliable
Expanded 153 − Primary 16,expanded,primary,physics,Physics,2010,2012,1402,0.022792774360007706,0.022792774360007706,False,reliable
Expanded 153 − Primary 16,expanded,primary,physics,Physics,2011,2013,1842,0.017289095240996644,0.017289095240996644,False,reliable
Expanded 153 − Primary 16,expanded,primary,physics,Physics,2012,2014,2463,0.012218744493140421,0.012218744493140421,False,reliable
Expanded 153 − Primary 16,expanded,primary,physics,Physics,2013,2015,3440,0.002160676232478065,0.002160676232478065,False,reliable
Expanded 153 − Primary 16,expanded,primary,physics,Physics,2014,2016,4611,-0.007419455646582196,-0.007419455646582196,False,reliable
Expanded 153 − Primary 16,expanded,primary,physics,Physics,2015,2017,5595,-0.007161511524822917,-0.007161511524822917,False,reliable
Expanded 153 − Primary 16,expanded,primary,physics,Physics,2016,2018,5751,-0.018487973527503643,-0.018487973527503643,False,reliable
Expanded 153 − Primary 16,expanded,primary,physics,Physics,2017,2019,5450,-0.013763701768594094,-0.013763701768594094,False,reliable
Expanded 153 − Primary 16,expanded,primary,physics,Physics,2018,2020,5147,-0.002775268221110405,-0.002775268221110405,False,reliable
Expanded 153 − Primary 16,expanded,primary,physics,Physics,2019,2021,0,,,False,not_mature
Expanded 153 − Primary 16,expanded,primary,physics,Physics,2020,2022,0,,,False,not_mature
Expanded 153 − Primary 16,expanded,primary,ecology_evolution_microbiology,"Ecology, evolution & microbiology",1986,1988,125,0.017928827961957827,0.017928827961957827,False,reliable
Expanded 153 − Primary 16,expanded,primary,ecology_evolution_microbiology,"Ecology, evolution & microbiology",1987,1989,136,0.0331766813108324,0.0331766813108324,False,reliable
Expanded 153 − Primary 16,expanded,primary,ecology_evolution_microbiology,"Ecology, evolution & microbiology",1988,1990,148,0.019977505872842194,0.019977505872842194,False,reliable
Expanded 153 − Primary 16,expanded,primary,ecology_evolution_microbiology,"Ecology, evolution & microbiology",1989,1991,138,0.022393652677932807,0.022393652677932807,False,reliable
Expanded 153 − Primary 16,expanded,primary,ecology_evolution_microbiology,"Ecology, evolution & microbiology",1990,1992,131,0.016863151396058984,0.016863151396058984,False,reliable
Expanded 153 − Primary 16,expanded,primary,ecology_evolution_microbiology,"Ecology, evolution & microbiology",1991,1993,127,0.014246895955128736,0.014246895955128736,False,reliable
Expanded 153 − Primary 16,expanded,primary,ecology_evolution_microbiology,"Ecology, evolution & microbiology",1992,1994,122,0.031455782645512076,0.031455782645512076,False,reliable
Expanded 153 − Primary 16,expanded,primary,ecology_evolution_microbiology,"Ecology, evolution & microbiology",1993,1995,126,0.03729970928817716,0.03729970928817716,False,reliable
Expanded 153 − Primary 16,expanded,primary,ecology_evolution_microbiology,"Ecology, evolution & microbiology",1994,1996,142,0.03498552981720726,0.03498552981720726,False,reliable
Expanded 153 − Primary 16,expanded,primary,ecology_evolution_microbiology,"Ecology, evolution & microbiology",1995,1997,146,0.01699030178584182,0.01699030178584182,False,reliable
Expanded 153 − Primary 16,expanded,primary,ecology_evolution_microbiology,"Ecology, evolution & microbiology",1996,1998,166,0.009559239463179159,0.009559239463179159,False,reliable
Expanded 153 − Primary 16,expanded,primary,ecology_evolution_microbiology,"Ecology, evolution & microbiology",1997,1999,191,0.004444941239327593,0.004444941239327593,False,reliable
Expanded 153 − Primary 16,expanded,primary,ecology_evolution_microbiology,"Ecology, evolution & microbiology",1998,2000,227,0.00026487142393050167,0.00026487142393050167,False,reliable
Expanded 153 − Primary 16,expanded,primary,ecology_evolution_microbiology,"Ecology, evolution & microbiology",1999,2001,255,0.006498828671817947,0.006498828671817947,False,reliable
Expanded 153 − Primary 16,expanded,primary,ecology_evolution_microbiology,"Ecology, evolution & microbiology",2000,2002,241,-0.00407816949088291,-0.00407816949088291,False,reliable
Expanded 153 − Primary 16,expanded,primary,ecology_evolution_microbiology,"Ecology, evolution & microbiology",2001,2003,234,-0.006641444094377169,-0.006641444094377169,False,reliable
Expanded 153 − Primary 16,expanded,primary,ecology_evolution_microbiology,"Ecology, evolution & microbiology",2002,2004,224,-0.011821102851961474,-0.011821102851961474,False,reliable
Expanded 153 − Primary 16,expanded,primary,ecology_evolution_microbiology,"Ecology, evolution & microbiology",2003,2005,210,-0.0040753792348058315,-0.0040753792348058315,False,reliable
Expanded 153 − Primary 16,expanded,primary,ecology_evolution_microbiology,"Ecology, evolution & microbiology",2004,2006,199,-0.0036019271091799476,-0.0036019271091799476,False,reliable
Expanded 153 − Primary 16,expanded,primary,ecology_evolution_microbiology,"Ecology, evolution & microbiology",2005,2007,167,0.004524530277439487,0.004524530277439487,False,reliable
Expanded 153 − Primary 16,expanded,primary,ecology_evolution_microbiology,"Ecology, evolution & microbiology",2006,2008,166,0.006549561799099157,0.006549561799099157,False,reliable
Expanded 153 − Primary 16,expanded,primary,ecology_evolution_microbiology,"Ecology, evolution & microbiology",2007,2009,164,0.008466461977499673,0.008466461977499673,False,reliable
Expanded 153 − Primary 16,expanded,primary,ecology_evolution_microbiology,"Ecology, evolution & microbiology",2008,2010,176,0.008222905955080795,0.008222905955080795,False,reliable
Expanded 153 − Primary 16,expanded,primary,ecology_evolution_microbiology,"Ecology, evolution & microbiology",2009,2011,201,0.0055633576779305915,0.0055633576779305915,False,reliable
Expanded 153 − Primary 16,expanded,primary,ecology_evolution_microbiology,"Ecology, evolution & microbiology",2010,2012,237,0.0036731103696053813,0.0036731103696053813,False,reliable
Expanded 153 − Primary 16,expanded,primary,ecology_evolution_microbiology,"Ecology, evolution & microbiology",2011,2013,301,0.006820815942517489,0.006820815942517489,False,reliable
Expanded 153 − Primary 16,expanded,primary,ecology_evolution_microbiology,"Ecology, evolution & microbiology",2012,2014,379,0.005497258604191924,0.005497258604191924,False,reliable
Expanded 153 − Primary 16,expanded,primary,ecology_evolution_microbiology,"Ecology, evolution & microbiology",2013,2015,540,-0.01598347508441189,-0.01598347508441189,False,reliable
Expanded 153 − Primary 16,expanded,primary,ecology_evolution_microbiology,"Ecology, evolution & microbiology",2014,2016,861,-0.03190056909751937,-0.03190056909751937,False,reliable
Expanded 153 − Primary 16,expanded,primary,ecology_evolution_microbiology,"Ecology, evolution & microbiology",2015,2017,1280,-0.029789544256963563,-0.029789544256963563,False,reliable
Expanded 153 − Primary 16,expanded,primary,ecology_evolution_microbiology,"Ecology, evolution & microbiology",2016,2018,1512,-0.049218499730579124,-0.049218499730579124,False,reliable
Expanded 153 − Primary 16,expanded,primary,ecology_evolution_microbiology,"Ecology, evolution & microbiology",2017,2019,1575,-0.05241599644856432,-0.05241599644856432,False,reliable
Expanded 153 − Primary 16,expanded,primary,ecology_evolution_microbiology,"Ecology, evolution & microbiology",2018,2020,1552,-0.0018968084008593733,-0.0018968084008593733,False,reliable
Expanded 153 − Primary 16,expanded,primary,ecology_evolution_microbiology,"Ecology, evolution & microbiology",2019,2021,0,,,False,not_mature
Expanded 153 − Primary 16,expanded,primary,ecology_evolution_microbiology,"Ecology, evolution & microbiology",2020,2022,0,,,False,not_mature
Expanded 153 − Primary 16,expanded,primary,materials_nanoscience,Materials & nanoscience,1986,1988,186,0.014125268034158811,0.014125268034158811,False,reliable
Expanded 153 − Primary 16,expanded,primary,materials_nanoscience,Materials & nanoscience,1987,1989,177,-0.007300250540859143,-0.007300250540859143,False,reliable
Expanded 153 − Primary 16,expanded,primary,materials_nanoscience,Materials & nanoscience,1988,1990,155,-0.005498789902560142,-0.005498789902560142,False,reliable
Expanded 153 − Primary 16,expanded,primary,materials_nanoscience,Materials & nanoscience,1989,1991,159,-0.0026424103315151326,-0.0026424103315151326,False,reliable
Expanded 153 − Primary 16,expanded,primary,materials_nanoscience,Materials & nanoscience,1990,1992,163,0.007272334384462287,0.007272334384462287,False,reliable
Expanded 153 − Primary 16,expanded,primary,materials_nanoscience,Materials & nanoscience,1991,1993,167,0.008697749162782875,0.008697749162782875,False,reliable
Expanded 153 − Primary 16,expanded,primary,materials_nanoscience,Materials & nanoscience,1992,1994,174,0.01627079890929717,0.01627079890929717,False,reliable
Expanded 153 − Primary 16,expanded,primary,materials_nanoscience,Materials & nanoscience,1993,1995,177,0.014000150298022818,0.014000150298022818,False,reliable
Expanded 153 − Primary 16,expanded,primary,materials_nanoscience,Materials & nanoscience,1994,1996,199,0.015512158619717109,0.015512158619717109,False,reliable
Expanded 153 − Primary 16,expanded,primary,materials_nanoscience,Materials & nanoscience,1995,1997,221,-0.0062089895870259815,-0.0062089895870259815,False,reliable
Expanded 153 − Primary 16,expanded,primary,materials_nanoscience,Materials & nanoscience,1996,1998,251,-0.02484637441957782,-0.02484637441957782,False,reliable
Expanded 153 − Primary 16,expanded,primary,materials_nanoscience,Materials & nanoscience,1997,1999,286,-0.022306918490383798,-0.022306918490383798,False,reliable
Expanded 153 − Primary 16,expanded,primary,materials_nanoscience,Materials & nanoscience,1998,2000,306,-0.0034056353375478965,-0.0034056353375478965,False,reliable
Expanded 153 − Primary 16,expanded,primary,materials_nanoscience,Materials & nanoscience,1999,2001,332,0.009147305128953231,0.009147305128953231,False,reliable
Expanded 153 − Primary 16,expanded,primary,materials_nanoscience,Materials & nanoscience,2000,2002,348,0.006698721902900662,0.006698721902900662,False,reliable
Expanded 153 − Primary 16,expanded,primary,materials_nanoscience,Materials & nanoscience,2001,2003,379,0.006308720388124134,0.006308720388124134,False,reliable
Expanded 153 − Primary 16,expanded,primary,materials_nanoscience,Materials & nanoscience,2002,2004,411,0.00937348142426897,0.00937348142426897,False,reliable
Expanded 153 − Primary 16,expanded,primary,materials_nanoscience,Materials & nanoscience,2003,2005,448,0.008117374172909031,0.008117374172909031,False,reliable
Expanded 153 − Primary 16,expanded,primary,materials_nanoscience,Materials & nanoscience,2004,2006,531,-0.0007568400266086961,-0.0007568400266086961,False,reliable
Expanded 153 − Primary 16,expanded,primary,materials_nanoscience,Materials & nanoscience,2005,2007,682,-0.004237795750491435,-0.004237795750491435,False,reliable
Expanded 153 − Primary 16,expanded,primary,materials_nanoscience,Materials & nanoscience,2006,2008,856,-0.00797770067224679,-0.00797770067224679,False,reliable
Expanded 153 − Primary 16,expanded,primary,materials_nanoscience,Materials & nanoscience,2007,2009,1001,-0.006736266289425807,-0.006736266289425807,False,reliable
Expanded 153 − Primary 16,expanded,primary,materials_nanoscience,Materials & nanoscience,2008,2010,1020,-0.0011162535476486601,-0.0011162535476486601,False,reliable
Expanded 153 − Primary 16,expanded,primary,materials_nanoscience,Materials & nanoscience,2009,2011,1078,0.008114011955689282,0.008114011955689282,False,reliable
Expanded 153 − Primary 16,expanded,primary,materials_nanoscience,Materials & nanoscience,2010,2012,1232,0.020483601844906607,0.020483601844906607,False,reliable
Expanded 153 − Primary 16,expanded,primary,materials_nanoscience,Materials & nanoscience,2011,2013,1888,0.01971771933436617,0.01971771933436617,False,reliable
Expanded 153 − Primary 16,expanded,primary,materials_nanoscience,Materials & nanoscience,2012,2014,2806,0.016284987611217105,0.016284987611217105,False,reliable
Expanded 153 − Primary 16,expanded,primary,materials_nanoscience,Materials & nanoscience,2013,2015,4245,-0.004860600764078238,-0.004860600764078238,False,reliable
Expanded 153 − Primary 16,expanded,primary,materials_nanoscience,Materials & nanoscience,2014,2016,5807,-0.00739561725264426,-0.00739561725264426,False,reliable
Expanded 153 − Primary 16,expanded,primary,materials_nanoscience,Materials & nanoscience,2015,2017,6994,0.004288308499358573,0.004288308499358573,False,reliable
Expanded 153 − Primary 16,expanded,primary,materials_nanoscience,Materials & nanoscience,2016,2018,6894,-0.028735707317416037,-0.028735707317416037,False,reliable
Expanded 153 − Primary 16,expanded,primary,materials_nanoscience,Materials & nanoscience,2017,2019,6298,-0.026114878199822833,-0.026114878199822833,False,reliable
Expanded 153 − Primary 16,expanded,primary,materials_nanoscience,Materials & nanoscience,2018,2020,5822,0.012524693452889757,0.012524693452889757,False,reliable
Expanded 153 − Primary 16,expanded,primary,materials_nanoscience,Materials & nanoscience,2019,2021,0,,,False,not_mature
Expanded 153 − Primary 16,expanded,primary,materials_nanoscience,Materials & nanoscience,2020,2022,0,,,False,not_mature
Expanded 153 − Primary 16,expanded,primary,neuroscience,Neuroscience,1986,1988,337,0.03318956233964565,0.03318956233964565,False,reliable
Expanded 153 − Primary 16,expanded,primary,neuroscience,Neuroscience,1987,1989,297,0.029454427954965223,0.029454427954965223,False,reliable
Expanded 153 − Primary 16,expanded,primary,neuroscience,Neuroscience,1988,1990,275,0.006912870379578884,0.006912870379578884,False,reliable
Expanded 153 − Primary 16,expanded,primary,neuroscience,Neuroscience,1989,1991,274,0.008765867601222999,0.008765867601222999,False,reliable
Expanded 153 − Primary 16,expanded,primary,neuroscience,Neuroscience,1990,1992,285,0.016843734636108332,0.016843734636108332,False,reliable
Expanded 153 − Primary 16,expanded,primary,neuroscience,Neuroscience,1991,1993,380,0.038907148691613935,0.038907148691613935,False,reliable
Expanded 153 − Primary 16,expanded,primary,neuroscience,Neuroscience,1992,1994,433,0.03557911095114097,0.03557911095114097,False,reliable
Expanded 153 − Primary 16,expanded,primary,neuroscience,Neuroscience,1993,1995,519,0.03025584032350148,0.03025584032350148,False,reliable
Expanded 153 − Primary 16,expanded,primary,neuroscience,Neuroscience,1994,1996,569,0.0062647789833701895,0.0062647789833701895,False,reliable
Expanded 153 − Primary 16,expanded,primary,neuroscience,Neuroscience,1995,1997,649,0.019877219876834995,0.019877219876834995,False,reliable
Expanded 153 − Primary 16,expanded,primary,neuroscience,Neuroscience,1996,1998,778,0.01268911948369611,0.01268911948369611,False,reliable
Expanded 153 − Primary 16,expanded,primary,neuroscience,Neuroscience,1997,1999,938,0.0030467453108887765,0.0030467453108887765,False,reliable
Expanded 153 − Primary 16,expanded,primary,neuroscience,Neuroscience,1998,2000,1110,0.010926661197111165,0.010926661197111165,False,reliable
Expanded 153 − Primary 16,expanded,primary,neuroscience,Neuroscience,1999,2001,1202,0.014051991519837603,0.014051991519837603,False,reliable
Expanded 153 − Primary 16,expanded,primary,neuroscience,Neuroscience,2000,2002,1213,0.0182548822467975,0.0182548822467975,False,reliable
Expanded 153 − Primary 16,expanded,primary,neuroscience,Neuroscience,2001,2003,1128,0.01402983805094471,0.01402983805094471,False,reliable
Expanded 153 − Primary 16,expanded,primary,neuroscience,Neuroscience,2002,2004,1035,0.011091036302412816,0.011091036302412816,False,reliable
Expanded 153 − Primary 16,expanded,primary,neuroscience,Neuroscience,2003,2005,1027,0.0123108457627219,0.0123108457627219,False,reliable
Expanded 153 − Primary 16,expanded,primary,neuroscience,Neuroscience,2004,2006,1056,0.019531488659525253,0.019531488659525253,False,reliable
Expanded 153 − Primary 16,expanded,primary,neuroscience,Neuroscience,2005,2007,1092,0.022653508629317698,0.022653508629317698,False,reliable
Expanded 153 − Primary 16,expanded,primary,neuroscience,Neuroscience,2006,2008,1054,0.016835620320438394,0.016835620320438394,False,reliable
Expanded 153 − Primary 16,expanded,primary,neuroscience,Neuroscience,2007,2009,1093,0.019604246708875173,0.019604246708875173,False,reliable
Expanded 153 − Primary 16,expanded,primary,neuroscience,Neuroscience,2008,2010,1074,0.018013226571479857,0.018013226571479857,False,reliable
Expanded 153 − Primary 16,expanded,primary,neuroscience,Neuroscience,2009,2011,1139,0.02504663758425929,0.02504663758425929,False,reliable
Expanded 153 − Primary 16,expanded,primary,neuroscience,Neuroscience,2010,2012,1249,0.021980987476409197,0.021980987476409197,False,reliable
